,m,datetime
0,245.7118655,08/04/2019 00:00
1,245.7009334,08/04/2019 00:10
2,245.6887358,08/04/2019 00:20
3,245.6781223,08/04/2019 00:30
4,245.6646557,08/04/2019 00:40
5,245.6506612,08/04/2019 00:50
6,245.6298135,08/04/2019 01:00
7,245.6156152,08/04/2019 01:10
8,245.5947799,08/04/2019 01:20
9,245.5761819,08/04/2019 01:30
10,245.5570996,08/04/2019 01:40
11,245.5396438,08/04/2019 01:50
12,245.5144474,08/04/2019 02:00
13,245.4843868,08/04/2019 02:10
14,245.4634836,08/04/2019 02:20
15,245.4345043,08/04/2019 02:30
16,245.4070397,08/04/2019 02:40
17,245.3845767,08/04/2019 02:50
18,245.3524631,08/04/2019 03:00
19,245.3305823,08/04/2019 03:10
20,245.2900035,08/04/2019 03:20
21,245.2635924,08/04/2019 03:30
22,245.2362638,08/04/2019 03:40
23,245.2029989,08/04/2019 03:50
24,245.1730073,08/04/2019 04:00
25,245.1389722,08/04/2019 04:10
26,245.1142883,08/04/2019 04:20
27,245.0972328,08/04/2019 04:30
28,245.0218468,08/04/2019 04:40
29,,08/04/2019 04:50
30,245.0724297,08/04/2019 05:00
31,245.0572736,08/04/2019 05:10
32,245.0341843,08/04/2019 05:20
33,244.9739543,08/04/2019 05:30
34,244.9537906,08/04/2019 05:40
35,244.9263078,08/04/2019 05:50
36,244.8995794,08/04/2019 06:00
37,244.8711522,08/04/2019 06:10
38,244.8299831,08/04/2019 06:20
39,244.7898232,08/04/2019 06:30
40,244.7473112,08/04/2019 06:40
41,244.7080363,08/04/2019 06:50
42,244.6673665,08/04/2019 07:00
43,244.623329,08/04/2019 07:10
44,244.5930427,08/04/2019 07:20
45,244.5626476,08/04/2019 07:30
46,244.5337445,08/04/2019 07:40
47,244.5026637,08/04/2019 07:50
48,244.4826222,08/04/2019 08:00
49,244.463626,08/04/2019 08:10
50,244.4459302,08/04/2019 08:20
51,244.4192619,08/04/2019 08:30
52,244.4007238,08/04/2019 08:40
53,244.3810722,08/04/2019 08:50
54,244.3534375,08/04/2019 09:00
55,244.3413505,08/04/2019 09:10
56,244.3149506,08/04/2019 09:20
57,244.2941781,08/04/2019 09:30
58,244.2758373,08/04/2019 09:40
59,244.2555077,08/04/2019 09:50
60,244.2459787,08/04/2019 10:00
61,244.241157,08/04/2019 10:10
62,244.2274126,08/04/2019 10:20
63,244.2255657,08/04/2019 10:30
64,244.225279,08/04/2019 10:40
65,244.2205279,08/04/2019 10:50
66,244.2247169,08/04/2019 11:00
67,244.2403019,08/04/2019 11:10
68,244.2463289,08/04/2019 11:20
69,244.2564525,08/04/2019 11:30
70,244.2633861,08/04/2019 11:40
71,244.2784675,08/04/2019 11:50
72,244.2923312,08/04/2019 12:00
73,244.3010434,08/04/2019 12:10
74,244.3008189,08/04/2019 12:20
75,244.3131825,08/04/2019 12:30
76,244.3229057,08/04/2019 12:40
77,244.3265473,08/04/2019 12:50
78,244.3450327,08/04/2019 13:00
79,244.3527827,08/04/2019 13:10
80,244.3668939,08/04/2019 13:20
81,244.3807718,08/04/2019 13:30
82,244.3934766,08/04/2019 13:40
83,244.4079416,08/04/2019 13:50
84,244.4214179,08/04/2019 14:00
85,244.4337212,08/04/2019 14:10
86,244.4444438,08/04/2019 14:20
87,244.4581577,08/04/2019 14:30
88,244.4679326,08/04/2019 14:40
89,244.4709144,08/04/2019 14:50
90,244.4799,08/04/2019 15:00
91,244.4936889,08/04/2019 15:10
92,244.5073995,08/04/2019 15:20
93,244.5196681,08/04/2019 15:30
94,244.5322405,08/04/2019 15:40
95,244.5469598,08/04/2019 15:50
96,244.5592452,08/04/2019 16:00
97,244.5703137,08/04/2019 16:10
98,244.5832775,08/04/2019 16:20
99,244.5906622,08/04/2019 16:30
100,244.5979561,08/04/2019 16:40
101,244.6009094,08/04/2019 16:50
102,244.5802713,08/04/2019 17:00
103,244.588072,08/04/2019 17:10
104,244.5895246,08/04/2019 17:20
105,244.5891833,08/04/2019 17:30
106,244.5884075,08/04/2019 17:40
107,244.5899971,08/04/2019 17:50
108,244.5831404,08/04/2019 18:00
109,244.585348,08/04/2019 18:10
110,244.5818662,08/04/2019 18:20
111,244.5808398,08/04/2019 18:30
112,244.569728,08/04/2019 18:40
113,244.5723713,08/04/2019 18:50
114,244.5661526,08/04/2019 19:00
115,244.5576491,08/04/2019 19:10
116,244.5432979,08/04/2019 19:20
117,244.5371719,08/04/2019 19:30
118,244.5286422,08/04/2019 19:40
119,244.5186418,08/04/2019 19:50
120,244.5071467,08/04/2019 20:00
121,244.4933636,08/04/2019 20:10
122,244.4791803,08/04/2019 20:20
123,244.4648178,08/04/2019 20:30
124,244.4478483,08/04/2019 20:40
125,244.4357917,08/04/2019 20:50
126,244.4175228,08/04/2019 21:00
127,244.3946212,08/04/2019 21:10
128,244.3873443,08/04/2019 21:20
129,244.3724284,08/04/2019 21:30
130,244.3590869,08/04/2019 21:40
131,244.3458055,08/04/2019 21:50
132,244.329959,08/04/2019 22:00
133,244.3136145,08/04/2019 22:10
134,244.2969257,08/04/2019 22:20
135,244.2841775,08/04/2019 22:30
136,244.2704398,08/04/2019 22:40
137,244.2592527,08/04/2019 22:50
138,244.2404224,08/04/2019 23:00
139,244.2321164,08/04/2019 23:10
140,244.2097078,08/04/2019 23:20
141,244.1984264,08/04/2019 23:30
142,244.1811034,08/04/2019 23:40
143,244.1657103,08/04/2019 23:50
144,244.1515571,09/04/2019 00:00
145,244.1356685,09/04/2019 00:10
146,244.1181538,09/04/2019 00:20
147,244.1002915,09/04/2019 00:30
148,244.0815924,09/04/2019 00:40
149,244.0625825,09/04/2019 00:50
150,244.0540809,09/04/2019 01:00
151,244.0329867,09/04/2019 01:10
152,244.0145652,09/04/2019 01:20
153,243.9978591,09/04/2019 01:30
154,243.9827593,09/04/2019 01:40
155,243.9714726,09/04/2019 01:50
156,243.9566153,09/04/2019 02:00
157,243.9458576,09/04/2019 02:10
158,243.9285632,09/04/2019 02:20
159,243.9125234,09/04/2019 02:30
160,243.9056436,09/04/2019 02:40
161,243.8937089,09/04/2019 02:50
162,243.8841794,09/04/2019 03:00
163,243.8833385,09/04/2019 03:10
164,243.8747078,09/04/2019 03:20
165,243.8727559,09/04/2019 03:30
166,243.8797097,09/04/2019 03:40
167,243.8825173,09/04/2019 03:50
168,243.8821928,09/04/2019 04:00
169,243.8796335,09/04/2019 04:10
170,243.8836178,09/04/2019 04:20
171,243.8863074,09/04/2019 04:30
172,243.875241,09/04/2019 04:40
173,243.9012457,09/04/2019 04:50
174,243.9502279,09/04/2019 05:00
175,243.9521643,09/04/2019 05:10
176,243.9353995,09/04/2019 05:20
177,243.906316,09/04/2019 05:30
178,243.9038329,09/04/2019 05:40
179,243.8951234,09/04/2019 05:50
180,243.8867335,09/04/2019 06:00
181,243.8816792,09/04/2019 06:10
182,243.8669887,09/04/2019 06:20
183,243.8508374,09/04/2019 06:30
184,243.8309766,09/04/2019 06:40
185,243.8141662,09/04/2019 06:50
